t,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14
0.06166666665516078,0.000020236912617596793,0.19991073617488983,0.000048644497399363156,0.0249574507847357,0.000008721207425014419,0.00002486685402936703,0.000002866620625286776,0.000000013278792341069972,0.00000001109371312346225,0.00000000015948016404618342,0.000007426305625611331,0.0000000012111328100599913,0.000000000033725767610856993,0.0000000000000016532239026816024,0.00000002460108207442468,
0.06333333331169834,0.000020189886115883028,0.19990968870454784,0.000048531211647464,0.02495631525640379,0.000008947884739151022,0.00002546473227890048,0.0000030166800689241125,0.000000013706471079193068,0.000000010739367646500827,0.00000000012909621319384174,0.000007619884880504572,0.0000000011781689205398843,0.000000000033647401647787226,0.000000000000001649382433903231,0.00000002492080172704565,
0.06499999996823588,0.000020142970412100822,0.19990863805558878,0.000048418191779085176,0.02495518067308832,0.000009173993601042577,0.000026059044573582732,0.0000031702216967015674,0.000000014179611919457476,0.000000010382491541462863,0.00000000010425204108971607,0.000007813010268065183,0.0000000011442148046666705,0.000000000033569219738689466,0.0000000000000016455499873783897,0.0000000252372320559404,
0.06666666662477343,0.00002009616546359805,0.19990758422538452,0.000048305437797191876,0.02495404703321894,0.000009399535300133178,0.000026649815746110274,0.0000033272172622607487,0.000000014701610874442033,0.000000010024701264381103,0.00000000008406248002652514,0.000008005682936234969,0.0000000011094614091008953,0.00000000003349122188538861,0.0000000000000016417265631965336,0.000000025549466286179957,
0.06833333326267403,0.000020049471200981005,0.19990652725379796,0.000048192949635675416,0.024952914334688808,0.000009624511052849061,0.000027237070577252966,0.0000034876383445187044,0.000000015276011745734425,0.000000009667444955215922,0.00000000006775478640208346,0.000008197904076531244,0.0000000010741008607879418,0.000000000033413408034460655,0.0000000000000016379121587388398,0.000000025856656066155898,
0.06999999998390798,0.00002000288751486921,0.1999054671695109,0.00004808072712471535,0.024951782574024837,0.000009848922081812197,0.00002782083400333302,0.000003651456400151963,0.00000001590650774274119,0.00000000931201080002912,0.0000000000546609515139494,0.00000838967497751506,0.0000000010383201812538765,0.00000000003333577806280769,0.000000000000001634106767971097,0.00000002615801672713552,
0.07166666662180858,0.000019956414281666244,0.19990440395494935,0.00004796877005350559,0.02495065174976984,0.000010072769504262091,0.000028401130824532056,0.000003818642679850966,0.000000016596942460562347,0.000000008959537209154832,0.00000000004420893087540608,0.000008580996915937179,0.000000001002296910909581,0.000000000033258331826479864,0.0000000000000016303103838369392,0.00000002645282998606659,
0.07333333325970919,0.00001991005134799525,0.19990333767172608,0.00004785707813164721,0.024949521858296558,0.00001029605442320214,0.00002897798594110824,0.0000039891682896669685,0.000000017351311235472394,0.000000008611023563079466,0.000000000035913278790276286,0.000008771871221996574,0.0000000009661962298224703,0.00000000003318106911321475,0.0000000000000016265229959313466,0.000000026740445092078324,
0.07499999998094313,0.000019863798540795462,0.19990226830793956,0.00004774565101267617,0.024948392897175594,0.000010518777895089226,0.00002955142426678984,0.000004163004164073714,0.00000001817376203558414,0.000000008267341530551589,0.00000000002936563393578868,0.000008962299240165168,0.0000000009301693038211855,0.00000000003310398968431521,0.0000000000000016227445925534788,0.000000027020278388903232,
0.07666666661884373,0.00001981765567644331,0.19990119590878874,0.00004763448831789019,0.024947264864338983,0.000010740940898202821,0.000030121470645180308,0.000004340121036236826,0.0000000190685961493808,0.00000000792924635149198,0.000000000024225379075073864,0.000009152282291686717,0.0000000008943525518594494,0.000000000033027093268965806,0.0000000000000016189751604280695,0.00000002729181182903906,
0.07833333325674434,0.000019771622550081216,0.1999001204660783,0.000047523589608830555,0.02494613775599573,0.00001096254440122271,0.00003068815002332521,0.000004520489487467085,0.000000020040269114801104,0.000000007597387625838114,0.000000000020210725116859,0.000009341821723918104,0.0000000008588675757296973,0.00000000003295037956416429,0.0000000000000016152146847020674,0.000000027554590860036977,
0.07999999997797828,0.000019725698944267974,0.1998990420315487,0.00004741295441068676,0.024945011570048317,0.000011183589331526028,0.00003125148736638939,0.000004704079919391564,0.00000002109339115271844,0.000000007272319697841165,0.000000000017090401598347227,0.00000953091887507356,0.0000000008238215837887446,0.00000000003287384823157947,0.0000000000000016114631487906098,0.000000027808221676649528,
0.08166666661587889,0.000019679884638300662,0.1998979605867899,0.00004730258223409843,0.024943886304466235,0.000011404076544022132,0.0000318115075752697,0.000004890862523402956,0.00000002223272738829747,0.000000006954511329597484,0.000000000014676061845310094,0.000009719575040495896,0.0000000007893081308586885,0.00000000003279749893436602,0.0000000000000016077205361816708,0.000000028052368168740683,
0.08333333325377949,0.00001963417939630717,0.19989687617889312,0.00004719247254699585,0.024942761955741268,0.000011624006889343116,0.00003236823565684751,0.000005080807333665885,0.000000023463198420312042,0.000000006644354443075732,0.000000000012815461926289685,0.000009907791524957108,0.0000000007554080331673016,0.00000000003272133129561078,0.0000000000000016039868283991159,0.000000028286748817522428,
0.08499999997501344,0.00001958858297533057,0.19989578882807973,0.00004708262479613566,0.024941638521369075,0.000011843381182433487,0.00003292169663992241,0.000005273884198426795,0.000000024789880294402167,0.000000006342172192629777,0.000000000011386432676577164,0.000010095569610711264,0.000000000722190395083491,0.00000000003264534492790169,0.0000000000000016002620064521578,0.00000002851113342077186,
0.08666666661291404,0.000019543095134001435,0.19989469852549696,0.00004697303842701962,0.024940515999041256,0.000012062200171624006,0.000033471915493997985,0.000005470062748679844,0.000000026218004251092215,0.000000006048226220780128,0.000000000010291626777008542,0.000010282910526786834,0.000000000689713662238891,0.00000000003256953944772699,0.0000000000000015965460515411997,0.00000002872533984916346,
0.08833333325081465,0.000019497715619845483,0.19989360531091968,0.000046863712854441256,0.02493939438631301,0.000012280464606277642,0.00003401891729630666,0.000005669312454638523,0.00000002775295694760474,0.0000000057627230055649455,0.000000000009454001241658732,0.000010469815503426794,0.0000000006580266389533333,0.00000000003249391444266962,0.0000000000000015928389434497196,0.000000028929230975063093,
0.08999999997204859,0.00001945244417694168,0.1998925092041576,0.00004675464748217949,0.02493827368077537,0.00001249817520556517,0.00003456272714895756,0.000005871602596217131,0.000000029400279963625624,0.00000000548581962624642,0.000000000008812980973018021,0.000010656285742580606,0.000000000627169468812423,0.00000000003241846949565868,0.0000000000000015891406617330658,0.000000029122711603183715,
0.0916666666099492,0.000019407280553669877,0.19989141022154722,0.00004664584172149703,0.024937153880225674,0.000012715332627712477,0.00003510337009888824,0.000006076902230949703,0.00000003116566906730645,0.000000005217628867784664,0.000000000008321237459102944,0.000010842322389350385,0.0000000005971745442905452,0.00000000003234320419554678,0.000000000000001585451186236954,0.000000029305725532474186,
0.09333333333118314,0.000019362224487527094,0.19989030837938285,0.00004653729495511327,0.024936034982277068,0.000012931937547884815,0.00003564087132851339,0.000006285180264324492,0.00000003305497420021127,0.000000004958223607321163,0.000000000007942013327236243,0.000011027926596995554,0.0000000005680673222240303,0.00000000003226811811140607,0.0000000000000015817704958374705,0.000000029478252839366368,
0.09499999996908375,0.000019317275723740723,0.19988920368509905,0.000046429006582339,0.024934916984807334,0.000013147990573048256,0.00003617525594008899,0.0000064964053670301966,0.00000003507419801976185,0.000000004707640892938849,0.000000000007646923809826215,0.00001121309945271397,0.0000000005398670809645537,0.000000000032193210825197213,0.0000000000000015780985700424898,0.00000002964030714892349,
0.09666666660698435,0.0000192724339998842,0.1998880961658204,0.000046320975982535184,0.0249337998855673,0.000013363492319550694,0.000036706549144762477,0.0000067105460470416175,0.00000003722949565161699,0.000000004465885381389622,0.000000000007414167331129474,0.00001139784204318528,0.0000000005125875768025732,0.000000000032118481902133984,0.0000000000000015744353875389633,0.000000029791933163336422,
0.0983333333282183,0.00001922769905297357,0.19988698584067272,0.0000462132025325224,0.024932683682348498,0.000013578443382180418,0.000037234776181704883,0.000006927570618793932,0.00000003952717340021462,0.000000004232932530589527,0.000000000007227083299008442,0.000011582155427430988,0.000000000486237642229692,0.00000000003204393090676852,0.000000000000001570780926981406,0.000000029933204215584675,
0.0999999999661189,0.000019183070626455245,0.19988587272691663,0.00004610568562362256,0.02493156837314941,0.00001379284430369381,0.000037759962239930526,0.0000071474471699325586,0.000000041973687193914725,0.000000004008731463600523,0.0000000000070730000811929464,0.000011766040610278477,0.0000000004608217173063789,0.00000000003196955741409057,0.0000000000000015671351675359836,0.00000003006421993935554,
0.1016666666040195,0.000019138548457014788,0.1998847568418241,0.00004599842462995732,0.02493045395583924,0.000014006695640921114,0.000038282132617039844,0.0000073701436265804205,0.000000044575641951766457,0.0000000037932074595305934,0.000000000006942322758608194,0.000011949498598840174,0.0000000004363403108945556,0.00000000003189536098724318,0.0000000000000015634980877881382,0.00000003018510409903168,
0.10333333332525345,0.000019094132281479275,0.19988363820284444,0.00004589141892530127,0.024929340428323798,0.000014219997933989583,0.000038801312639503346,0.000007595627721772946,0.000000047339789809853245,0.0000000035862643240808316,0.000000000006827816908181829,0.000012132530376081988,0.0000000004127904230280115,0.0000000000318213411890887,0.0000000000000015598696663095542,0.0000000302960024454294,
0.10499999996315405,0.000019049821843566498,0.19988251682777305,0.00004578466789950342,0.02492822778871028,0.00001443275167601087,0.000039317527585566695,0.000007823866961550904,0.00000005027302806634162,0.0000000033877865612962002,0.000000000006724050703009748,0.00001231513687487214,0.00000000039016592261879853,0.0000000000317474975936087,0.0000000000000015562498822169755,0.000000030397080666148555,
0.10666666660105466,0.00001900561688067781,0.19988139272750205,0.000045678170926711924,0.0249271160359182,0.000014644957378597725,0.000039830802841027955,0.000008054828693353745,0.00000005338239826429795,0.000000003197641292853317,0.000000000006626963596180753,0.000012497319034361557,0.00000000036845787736440653,0.00000000003167382976514324,0.0000000000000015526387141545223,0.00000003048852246420228,
0.1083333333222886,0.00001896151713060393,0.1998802659173281,0.00004557192738179836,0.024926005167517522,0.000014856615541234198,0.00004034116382064223,0.000008288480073746884,0.00000005667508393101622,0.0000000030156801349494125,0.000000000006533535321997962,0.000012679077773943708,0.0000000003476548626455824,0.00000000003160033726757587,0.0000000000000015490361407439368,0.00000003057052766167692,
0.10999999996018921,0.0000189175223382512,0.1998791364215242,0.00004546593665642063,0.024924895181335033,0.000015067726621101373,0.000040848635892090875,0.000008524788033891054,0.00000006015840802001908,0.0000000028417409491918024,0.000000000006441533521549216,0.000012860413967612448,0.0000000003277432425481101,0.000000000031527019675301074,0.000000000000001545442141122204,0.000000030643310386740154,
0.11166666659808981,0.000018873632242448537,0.1998780042583942,0.000045360198127259654,0.024923786075716978,0.000015278291097982235,0.00004135324452886487,0.000008763719350961841,0.00000006383983173608228,0.0000000026756494095993725,0.000000000006349322423991159,0.00001304132850001718,0.00000000030870741863192154,0.00000000003145387655321047,0.000000000000001541856693960482,0.00000003070709736860983,
0.11333333331932376,0.000018829846582628726,0.199876869446419,0.000045254711172143315,0.02492267785003278,0.000015488309443749655,0.00004185501523276474,0.000009005240615200407,0.0000000677269517870896,0.000000002517220560423544,0.000000000006255718618230943,0.000013221822240615117,0.00000000029053006837693544,0.000000000031380907467025314,0.0000000000000015382797779705968,0.00000003076212626621724,
0.11499999995722436,0.000018786165105409195,0.19987573199560743,0.00004514947518592076,0.024921570501091627,0.0000156977820923055,0.000042353973458902496,0.000009249318194793379,0.00000007182749732225876,0.000000002366260282311132,0.000000000006159882744368411,0.000013401896018174107,0.00000000027319236553100715,0.00000000003130811199568874,0.0000000000000015347113725125054,0.000000030808644077520416,
0.11666666659512497,0.000018742587551258116,0.1998745919080386,0.000045044489549105834,0.02492046402786789,0.000015906709503845063,0.00004285014476577315,0.000009495918310217253,0.00000007614932852968296,0.000000002222566610311936,0.0000000000060612383389520146,0.00001358155067636727,0.000000000256674177186233,0.00000000003123548970923046,0.0000000000000015311514565092339,0.00000003084690564445386,
0.11833333331635891,0.00001869911366138321,0.19987344922447034,0.000044939753643506215,0.02491935842904466,0.000016115092134441502,0.000043343554738819315,0.000009745007000642425,0.00000008070043340258283,0.000000002085931050389514,0.0000000000059594111496306394,0.000013760787048002099,0.00000000024095425549386897,0.0000000000311630401727571,0.0000000000000015276000086424789,0.000000030877172204784364,
0.11999999995425951,0.000018655743184326396,0.19987230396045272,0.000044835266867863894,0.024918253701699807,0.000016322930406063635,0.000043834228916434664,0.000009996550088254015,0.00000008548892417555884,0.00000000195613981792761,0.000000000005854183681663722,0.000013939605929574646,0.00000000022601041611812502,0.00000000003109076296714718,0.00000000000000152405700836707,0.00000003089971002557906,
0.12166666659216012,0.000018612475862488476,0.1998711560976533,0.000044731028606914854,0.024917149846392615,0.000016530224770185194,0.000044322192937301295,0.000010250513255415004,0.00000009052303572895883,0.000000001832974946959979,0.000000000005745460973179805,0.000014118008136326644,0.00000000021181969819241598,0.00000000003101865766860856,0.0000000000000015205224349088825,0.000000030914789123229475,
0.12333333331339406,0.00001856931143898964,0.19987000569307203,0.00004462703824685427,0.024916046858912484,0.000016736975677443687,0.00004480747246499685,0.000010506862010456368,0.0000000958111218737849,0.0000000017162153943341477,0.0000000000056332447116708405,0.000014295994476491385,0.00000000019835852060496454,0.00000000003094672384286412,0.0000000000000015169962669798228,0.00000003092268204352144,
0.12499999995129467,0.000018526249664377746,0.19986885273729443,0.00004452329519069299,0.02491494474019193,0.000016943183547720968,0.00004529009311496954,0.000010765561651468048,0.00000010136165129030091,0.0000000016056380709148025,0.000000000005517613426817075,0.00001447356572584454,0.00000000018560282723080388,0.000000000030874961077724753,0.0000000000000015134784843745421,0.00000003092366272402372,
0.12666666658919526,0.000018483290282872574,0.1998676972522911,0.00004441979882784282,0.024913843486125003,0.000017148848833082296,0.00004577008059921586,0.000011026577346174696,0.00000010718320577753288,0.0000000015010187555940797,0.0000000000053987070619786145,0.000014650722682193157,0.00000000017352821632505709,0.00000000003080336894640136,0.0000000000000015099690661720058,0.00000003091800543395614,
0.1283333333104292,0.000018440433039972397,0.19986653925868356,0.00004431654854872176,0.024912743097706292,0.00001735397198749669,0.000046247460651893115,0.000011289874097133626,0.00000011328447606366972,0.0000000014021329977846533,0.000000000005276714822161571,0.000014827466139602277,0.00000000016211006651982904,0.00000000003073194702341816,0.0000000000000015064679915155591,0.00000003090598378439606,
0.1299999999483298,0.000018397677687701973,0.19986537875798413,0.00004421354376134281,0.024911643571063517,0.000017558553436973804,0.00004672225895726183,0.000011555416705037103,0.00000011967425725367316,0.0000000013087569499920917,0.000000000005151865378943444,0.000015003796862928086,0.00000000015132365290230225,0.00000000003066069489812028,0.0000000000000015029752402750603,0.000000030887869819224624,
0.1316666665862304,0.00001835502397291152,0.19986421577887722,0.000044110783859200296,0.0249105449061762,0.00001776259364183851,0.00004719450129175106,0.00001182316985117127,0.00000012636144696633156,0.0000000012206680936219508,0.0000000000050244187469293115,0.00001517971564172071,0.00000000014114424907746118,0.00000000003058961214596863,0.0000000000000014994907916397696,0.00000003086393317300897,
0.13333333330746436,0.00001831247164256643,0.19986305032817017,0.000044008268238003576,0.02490944710072613,0.000017966093066499962,0.00004766421345058837,0.000012093098062073304,0.00000013335504067927329,0.0000000011376459479259907,0.000000000004894659495825171,0.000015355223264431033,0.00000000013154722573479332,0.00000000003051869834699778,0.0000000000000014960146250231465,0.000000030834440305616824,
