t,c0,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14
0,0.000039999999999999996,0.417,0.00000001,0.025,0.00000001,0.00000001,0.00000001,0.00000001,0.00000001,0.00000001,0.00000001,0.00000001,0.00000001,0.00000001,0.00000001
0.001666666599420098,0.0000068619353950998974,0.41696519286024664,0.00003306975259517398,0.024998222863707394,0.00000013535027732398055,0.00000156372859177381,0.000000019863355595964392,0.000000010034960177875274,0.000000010062112415387403,0.000000009900376510736796,0.00000011677215913483632,0.000000008440888098884759,0.00000000001099228186156357,0.0000000000000005388373457586866,0.000000011471804177132414
0.0033333332985428384,0.000006620715122556727,0.41696328978609093,0.000033201278654686554,0.02499639423555219,0.0000002911531151827969,0.000003097999330956635,0.00000004903990971481674,0.000000010068986607762276,0.000000010184509775403853,0.000000009735314606008071,0.0000002493618872506657,0.000000007233535393586845,0.000000000011036230050753978,0.0000000000000005409916691866905,0.000000012587278889699007
0.004999999997665579,0.000006601052220650505,0.416961589369329,0.00003311147985507171,0.02499456637236743,0.0000004467177976227341,0.000004613077904547138,0.000000097287566849527,0.000000010101755740892603,0.000000010365853992091463,0.000000009506169728220627,0.00000038163012935223653,0.000000006260647544402925,0.000000000011006426663425886,0.0000000000000005395307188302346,0.000000013466563489511608
0.006666666596788319,0.000006582941683540665,0.4169598718834466,0.00003302050106141263,0.024992739581131077,0.0000006018385956930032,0.000006109203524602322,0.0000001643668011969621,0.000000010133220589846637,0.000000010600922929744067,0.000000009218265061240345,0.0000005134229860220757,0.00000000545527738828349,0.000000000010976230053350508,0.0000000000000005380504928460482,0.000000014178555283698827
0.00833333329591106,0.000006564901245815409,0.4169581361188123,0.000032929818764122225,0.024990913824529164,0.0000007565148888498466,0.000007586612860549205,0.0000002500404269677044,0.000000010163729971006801,0.000000010883359706754657,0.000000008877899170321014,0.0000006447585914947036,0.000000004775519297585169,0.000000000010946132224885562,0.0000000000000005365751090976505,0.000000014766738224839364
0.009999999918308937,0.000006593339114056829,0.4339629522605331,0.000032793140557064356,0.024989102643945764,0.0000009105719994159787,0.000009033223729276167,0.00000035311286704339873,0.000000010194120898802301,0.000000011205894039115522,0.000000008492137356344203,0.0000007755049605038976,0.0000000041939440284588526,0.000000000010994161261953484,0.017006509229499405,0.000000015260950102384377
0.01166666655737348,0.000006575632655410037,0.43396065947972795,0.00003270298722966291,0.024987292501042285,0.0000010641434593223936,0.000010461891380479776,0.00000047400668786197264,0.000000010225807076416612,0.000000011560600244036002,0.000000008068571225143511,0.0000009057914552934684,0.000000003691903518318658,0.000000000010963974603230102,0.017005973248913085,0.000000015679998076270077
0.01333333331310469,0.000006557659795962848,0.4339583437442436,0.000032613441529545694,0.024985483291727315,0.0000012172731757560504,0.000011872839593247008,0.0000006124961982765449,0.000000010260878858416374,0.000000011939213002999498,0.000000007615018238575629,0.0000010356697807776717,0.0000000032562449009967764,0.000000000010933992089770487,0.017005431874325856,0.00000001603811852438533
0.014999999952169236,0.0000065397390534615325,0.4339560057111489,0.00003252417588025105,0.02498367498906647,0.0000013699619088950052,0.000013266289600550688,0.0000007683570792255515,0.000000010302173948265702,0.000000012333325725511282,0.0000000071393560527737744,0.000001165153730303859,0.000000002877394107534939,0.000000000010904103627531874,0.017004885258524463,0.000000016345874433164413
0.016666666591233777,0.000006521871189742879,0.43395364561200966,0.0000324351806823644,0.02498186756834275,0.000001522210133229421,0.000014642460950577707,0.000000941366268076697,0.000000010353347321035425,0.000000012734618877049145,0.0000000066493243553796325,0.0000012942556816039172,0.0000000025481267912851123,0.000000000010874305990497636,0.017004333454832255,0.000000016611388131040967
